run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
ERR167327	ERX143213	SAMEA1905307	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	14516272	1132269216	6929ebdc6c5898d1a076340ca3610553	931160907	b0ef203610a129bf667140527acf981e	952527561	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167335	ERX143221	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11195853	873276534	d1926b76f08c76e2850c099064eed556	741488035	b131cf369b651f112b0ca1e0f16d47ad	760105019	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167337	ERX143223	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	12197865	951433470	1df6da415393445d6237f2a362b5b936	794913851	3f1ad62595704d59b27360d74d497880	815110493	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167350	ERX143236	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	12323378	961223484	11f91d0a0fd6f2d07c66f558424bb53e	788127064	67054e16f674eaa070fe9f9e791a6f3f	808214874	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167352	ERX143238	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11909839	928967442	e6381350f7589a02ec644ce9e5344696	742439578	a4492eebbe80b37dbc4460e225a83d8b	762500501	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167353	ERX143239	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11912568	929180304	2c12f82cf3700fbb145cc6a4e6e621b6	772010635	4e0b7211d74fca2f2712e7e3c32a3435	792125025	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167359	ERX143245	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	5920769	461819982	4b2f3154edebc13986be4f8e81091fdc	334391322	c99546b36fd5bc03af74f9f6fefe31ae	345075905	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167366	ERX143252	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	6110468	476616504	d22589a970c6bf4f9e8a891d309de09c	346924173	93526af210ad8a28bbe071e2a86c6666	358170543	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167378	ERX143264	SAMEA1905308	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	4975299	378122724	2eef59f0e89fcf86a2eff4d74e89de21	357447691	3cb911ca70c98818f3759655a9aa2551	364500006	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167382	ERX143268	SAMEA1905310	PRJEB3239	ERP001765	ERA156711	4096	Nicotiana sylvestris	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	39191408	2978547008	267d6090a95d5dc65024ca0137ca2a66	2261097163	43c80cd92c6cffba2ad0ba3498e59b89	2339258102	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR178864	ERX155010	SAMEA1889023	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2695436	398924528	d20e51da91c9b24d386b4da4a7258a62;8af3909b1540cc8c91d175846b461aee	167237527;173159385	a589d6b53ad99c3e093aaa975ad103b7;6b801d73125d36d1b5afffc36874bef6	157747925;163488684	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178877	ERX155023	SAMEA1889052	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2136163	316152124	e8760c94d5d37b6d6cf3709570476390;8d3d62c9b51d91202e03de4115498136	133994715;137286089	6bd6ed9a529a4a0546c3144dc13b1257;384b1cbd831379d1857554f9ad86331d	126365377;129567994	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178890	ERX155036	SAMEA1889086	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	3684773	545346404	f5d835a7c67d2e91ccfd7f4a129e4f02;305960d435068909e039215592b98e0e	229405585;236111549	41b59e522e276e82cf6a6e3ad5927231;0bceb8f050acccae7ae2aaae39a09fc5	216408917;222955383	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178897	ERX155043	SAMEA1889040	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	7824703	532079804	9d4be766de88c2d93e7b19f70da9b369;64aa62acec7704b6f34d75b30dfd850f	253795337;264691366	cf72ef7601f7a34ce39bd866374f416f;cb932f405faca244a1f554af549f6d99	228749784;239273309	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178902	ERX155048	SAMEA1889063	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	1913781	283239588	2e9d87ed8e184033468136251cf22619;9ce3b35d463305aa05bd5623068bd1da	119350043;122947752	661e0070f9c3e28a29b9b7f9981de2c6;43322655151bfb9542faa05a9f296e32	112693423;116204463	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178917	ERX155063	SAMEA1889074	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	6954188	1029219824	afea52667fc79e9c32dbfcb91879afa0;458b1295f9466974614cc4aab9fb1f3c	449059114;474908683	854f702bca397a4e7ea90f7613ec2935;9a52b9ba381e3c901df084dfd1845bab	424668995;450097304	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178919	ERX155065	SAMEA1889039	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	1145046	169466808	7a031f81f90a788e4d6920ac14989cc9;310937f69d2e2a6c9bcdf12f3e6492be	73474988;74436012	e0bb97ceae570884d87196f475d47676;cfd19efa16a970245c382a1aaaf7c019	69428029;70365916	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR180981	ERX157091	SAMEA1877313	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2626534	183857380	1ac7c9ac6d33b4ab8f839a74c6de3b20	145131878	8c783492aec9ceefac0c63a93bad92b5	150199395	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180984	ERX157094	SAMEA1877314	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2720760	190453200	d718b065285cdc7ab5efbd4ab49749d7	154130146	09cc2f23099849110b29a0c979d7f785	159349289	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180987	ERX157097	SAMEA1877310	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2974976	208248320	28a34f94c1f5896fc917f8a280ad4d9e	163596589	b96f30168f8249fdea3a97e8a6baa664	169324796	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180989	ERX157099	SAMEA1877307	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2650213	185514910	b96282a37f8215058d8411efedadf353	146117783	933966f893234000261c3f4f412d0410	151120187	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180992	ERX157102	SAMEA1877318	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2550724	178550680	b32ac3cfe6b7ccdb57b3489d687162a1	144047130	6b35505ac05e51e33cf2d3d4b7c88938	149031642	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180993	ERX157103	SAMEA1877318	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2626899	183882930	483d96985c9f3fbf714352a1be5c7da0	144924064	e1a9ce2db2b9c6017f9dd5c49be48625	149995692	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR180997	ERX157107	SAMEA1877312	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2326107	162827490	957995b02cd6670d634b3d6791ebf33e	128524533	a1349a8dea6f17e1144ac457bc363846	132971975	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR181009	ERX157119	SAMEA1877308	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5611303	409625119	29519527395f512f8d78cf68631cf9d9	331320472	cfe9a42123f666b2d13ad9480dc21acb	342342912	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR181010	ERX157120	SAMEA1877301	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5444899	397477627	51dfbde607a8c34ae14f5337b7e3e2cd	320701954	842421fd5b788d98430479d25abdba59	331819452	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR181011	ERX157121	SAMEA1877301	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5622686	410456078	28687d3a949ff77018e574815087326f	333159665	c015d3b4db2707005c1ba9b164fae41f	343810767	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR205031	ERX179718	SAMEA1886549	PRJEB1163	ERP002021	ERA177040	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	53390625	5325047190	5d48df9c656591a9d0dddc5f39f582fc;ac6840d36462120eabb394cb115e614b;b3ba7d031ebf6f219d5e6f33fe86116e	135062613;2480870234;2535233309	e0528b6d981638577a55c11f7511bc43	4713645596	BAM	European Bioinformatics Institute;WTCHG	ArrayExpress	2013-05-05	2018-11-16
ERR234099	ERX208604	SAMEA1877105	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	4410323	952629768	f611b012b4dc439b3d7e3c6520eca836;4c45d3926447bd59b61dcdb82577fb65	458625238;446727299	004dfc0ffd79c4fabdf51d2763fcb4a7;e1688536670ce09711020b01670c2e43	354470046;346141737	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234100	ERX208605	SAMEA1877146	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	6776942	1246957328	b86043283880d2fcd0188bb3c4c42f68;2d2a448a4a7765771a20c0edbdf418ad	575098514;578884120	032d900a59121d200c3ceb2dcb9066a0;bcf5932580746fb22b8415ab614d9b0f	453976823;458381186	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234106	ERX208611	SAMEA1877233	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2842391	613956456	1006056565dd6372fa9370d164d3f829;cdd55b1a907ebeedea78be66106b3668	297975185;301941626	8f186f99a57f4df6ab45b2121c9175fc;25ebc9a3e6e12f0343ebc53627918d69	230310019;235784011	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234113	ERX208618	SAMEA1877098	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1657320	357981120	ca7c560f5c893357ced54ecddc2ad293;024ae86d7f69da6c700afbd6756e68f1	170154634;173495325	2312233fc8f752bc7f127b571a07c02a;a333d2c458cf4bd76c458a96ab21b409	130933361;134768318	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234137	ERX208642	SAMEA1877202	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1649337	313374030	8db6858763e3fa3d810c01c58edd7032;472cdfb0891a4e2108457ffc5772ced8	142731941;143036655	a6268df008d4adde9071bb056a8feadd;5199c3109374eb653e4e5897c38b1a93	112415204;113043308	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234139	ERX208644	SAMEA1877230	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3349539	616315176	370f86d59db84ebfb729c7d5de8b284a;142c2b13691afd77958df1fbda9e0bf4	241582590;233388478	68cc76b21444c4d7f8cc839d9cb59a16;148b84697c546b15c0ea019ade138a23	185984106;179468643	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234143	ERX208648	SAMEA1877187	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2879452	575890400	afb3bb1054ef841e72941001d24a1168;6b4619bcabe144c9287916c70d099815	239312123;238286054	7822247da9ff82eae6893f10e2201061;af99578d2a5873684e70d40a6aa48af9	196225473;195949250	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234144	ERX208649	SAMEA1877165	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3494586	698917200	f2ed947d53948cff34d2b7c00a0d44cf;692c22c40d492d95fb779dc544089dbc	289962884;288464406	33d0e347f67e756a63368986795f40a1;f5b2c07e1e125201a075d2a6ea5e68e3	238081447;237262394	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234145	ERX208650	SAMEA1877152	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2547955	509591000	8a43ea331816881f527c7ba8ebf5e12f;9994b404bf6fd64468de78e9396aa7f8	212927896;211460455	fd36f0a803c8fed7bc4d09968cb4291e;dca5eea753e45fcd47b8c39fe4a3b30b	174739391;174004647	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234146	ERX208651	SAMEA1877139	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3501632	700326400	350fd736d1741e5786fdc69085fd35c3;ad4702c0acef6bcbe7ce72e4f3a70510	288427587;286459470	822615ce7745076251a5dd0db0e1e9b3;6384726abca29fb6ce4d70be70e40f0a	236617475;235440093	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234157	ERX208662	SAMEA1877253	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2869820	619881120	378d4d9782576b1806c7731862670521;54595adfa1c33710ac7e0615e1ed01c6	287408342;245415825	2d092e5f21030427c927858daa77b0b5;86d46bb2d8e7b77a5edda6f5413cfbf1	226338699;192027897	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234160	ERX208665	SAMEA1877207	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2448767	528933672	8f7e4c28638a7ebf186c6162cc3ad7fa;8c8389fce040b142a0e3a1e27a87c243	245742797;212069386	60835a983f7d97b47d45490c1e002fc4;0fecfcf187fc28b798759ec4835268f9	193525748;166142481	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234173	ERX208678	SAMEA1877278	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3371841	728317656	88f5b4591e8da4fb7e07edbe54e60fca;7bcbe9c8a2af0e0f17a256f991348eea	337896657;288842350	348213c505677672677731e575bfd86c;2080bd3fd73a3922ac414a0ddc817a72	266245964;226136062	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234174	ERX208679	SAMEA1877192	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2300934	497001744	c884e9103e3a8c76023165f7efb3e65b;9b1365de6ce32461ebe4820fc5413607	231153036;198194812	eb5265edb230d20a1ef2a14cebcfa90d;3faa8a5ccd1c4a8b3dbdd3b6f6b60435	182106513;155159320	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234175	ERX208680	SAMEA1877178	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3610033	779767128	5e9fdcfc10f5f7781443c05abac54765;d4d93c0f811c030758240f903e646b49	360660687;309784003	ea90fa40c23e9bf84f3d27259a0f3405;013d3469165c99ff0ad745741390b266	284102809;242642980	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234184	ERX208689	SAMEA1877142	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1219818	263480688	5d10a2d853c64a49971f68062ec5d9ed;371a831c628569494c42b19603d99f6c	122277170;104519293	efd775839fd3cf6461cf2cbf37163b04;fb2c1129af64339a3e6d67597fd9d30c	96319851;81791918	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234185	ERX208690	SAMEA1877127	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1145194	247361904	19443453216ced42c37cb38876cb201d;86e070b06ee80a8debba4c3937b8b157	115942993;100244859	05a46d3ccd4795de56b3d0e2dd6aff77;685d9346117a1e85702dfd4db40ddaa1	91500638;78711122	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234189	ERX208694	SAMEA1877247	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3258668	651733600	f4bc082eb853086a842876916e08728b;5636a9d17384c388d59f456494a88ba6	268409627;268126575	f2868b93d716874b74215bfd8108559e;80bc563cc9eb415755819e915893c83b	219003834;219692929	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234196	ERX208701	SAMEA1877115	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2105669	454824504	d41ab109a47de87e966e8d97432d26c0;b387a05a9e33fc5deb7b3193a9d0e022	212794294;185266400	1231fa2969a29cfa31f0a3304f3c1a35;74631c4153879d4fd5733a049360d4ec	167745975;145419069	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234203	ERX208708	SAMEA1877167	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1854587	400590792	68092f87f7c18aee20091aee2273933f;a3e000622914066f7b3d7b4f8bbc0744	184184526;153961215	a89130dcb53c6910362b3fd2cc5a74a7;ddfb49b9c3c5a8c2b61f4eb84b2ab2bc	144904768;119909930	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234204	ERX208709	SAMEA1877169	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	1632398	352597968	5e9039ad6f564c8c67002006c3a010bd;b32d7ff46683ef72a870c9231d2c3857	164729071;143072759	cd648630ac86628a5e2ffa2072ab4a10;d5937018709f5b0577048143de4c9314	129961213;112286483	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234210	ERX208715	SAMEA1877274	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2073807	447942312	9980c9713167bdb9a7d075cc4471898a;6b65e9e810103f6678acd57e6d0277d6	206656384;174058965	e247f0dbd42af1480e5af15be6cf19e0;f11ca7d913a33dda8066fd58b760dae5	162659595;135758589	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234211	ERX208716	SAMEA1877261	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	7655551	1653599016	3ad43b9be0b162340b56133dcfb88034;5d2f500f17fde079068ae7d84c828bc3	756809478;635544324	f406254fbaac30b2b4139492949f4562;c1f4b9786f579fd43b612dc65fed8f79	595703067;495623873	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234217	ERX208722	SAMEA1877182	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	587743	89336936	a9ab664100e831589e7a31076900c37b;ad72a413d88349afb6c3ef68592a76ea	36539718;41481628	7ec397d5ca07265981b45b13da3370bc;62e04a439f038b13ee4094c4f026f8c2	28282232;32943951	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234218	ERX208723	SAMEA1877166	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	0	0			b27258f5dfc1e5208bea24052df6e60b;bcfa90e2390313e3f753fd101b06ca2d	345980506;328140512	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234223	ERX208728	SAMEA1877071	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	0	0			6cddb1ea4dd4fbd14251b3bcc6f793ae;ef1fb580168982e59b987c8b052bc573	229734462;210090177	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234226	ERX208731	SAMEA1877203	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	814791	123848232	ccaadb92924c7988dfa27b8dae1ef680;a7e9d01d5c508e2a9feefbca1cf59abf	55574121;56052008	19133d154c3bab4bac1fcd5bdb60acd9;1b23a02a8239044ceec6b0c5172ae858	43723520;44354440	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234228	ERX208733	SAMEA1877241	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	0	0			5214f2d2c26a13a70b301cc5948d36dc;88927bccb7a5d46e508b85821306d71c	305379349;300980903	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
ERR234230	ERX208735	SAMEA1877269	PRJEB3223	ERP001731	ERA198438	1773	Mycobacterium tuberculosis	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	0	0			6f0d093b0586353558440a269c002ec4;d84dd2808f27dbc883ad8c30c5599bf6	448575765;423181364	FASTQ;FASTQ	Center for Public Health Research;University of Valencia;CSISP		2013-05-02	2018-11-16
